feature_row_0based,sample_id,official_word_index,official_word,text_char_start_0based,text_char_end_exclusive,bert_token_positions_0based,bert_wordpieces,bert_subword_count,text_feature_valid_mask,final_primary_start_time_wav_s,final_primary_end_time_wav_s,final_primary_valid_mask,timestamp_status
512,-dxfTGcXJoc$_$2,14,50,87,89,17,50,1,1,6.940000057220459,7.309999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
513,-dxfTGcXJoc$_$2,15,nations,90,97,18,nations,1,1,7.309999942779541,7.849999904632568,1,mfa_primary_exact_transcript_auto_qc_pass
514,-dxfTGcXJoc$_$2,16,were,98,102,19,were,1,1,8.0600004196167,8.239999771118164,1,mfa_primary_exact_transcript_auto_qc_pass
515,-dxfTGcXJoc$_$2,17,at,103,105,20,at,1,1,8.270000457763672,8.520000457763672,1,mfa_primary_exact_transcript_auto_qc_pass
516,-dxfTGcXJoc$_$2,18,the,106,109,21,the,1,1,8.520000457763672,8.600000381469727,1,mfa_primary_exact_transcript_auto_qc_pass
517,-dxfTGcXJoc$_$2,19,BIO,110,113,22,bio,1,1,8.600000381469727,8.979999542236328,1,mfa_primary_exact_transcript_auto_qc_pass
518,-dxfTGcXJoc$_$2,20,conference,114,124,23,conference,1,1,8.979999542236328,9.5600004196167,1,mfa_primary_exact_transcript_auto_qc_pass
519,-dxfTGcXJoc$_$2,21,to,125,127,24,to,1,1,9.5600004196167,9.6899995803833,1,mfa_primary_exact_transcript_auto_qc_pass
520,-dxfTGcXJoc$_$2,22,learn,128,133,25,learn,1,1,9.6899995803833,10.130000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
521,-dxfTGcXJoc$_$2,23,about,134,139,26,about,1,1,10.130000114440918,10.4399995803833,1,mfa_primary_exact_transcript_auto_qc_pass
522,-dxfTGcXJoc$_$2,24,the,140,143,27,the,1,1,10.4399995803833,10.520000457763672,1,mfa_primary_exact_transcript_auto_qc_pass
523,-dxfTGcXJoc$_$2,25,latest,144,150,28,latest,1,1,10.520000457763672,10.949999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
524,-dxfTGcXJoc$_$2,26,scientific,151,161,29,scientific,1,1,10.949999809265137,11.470000267028809,1,mfa_primary_exact_transcript_auto_qc_pass
525,-dxfTGcXJoc$_$2,27,advances,162,170,30,advances,1,1,11.470000267028809,12.170000076293945,1,mfa_primary_exact_transcript_auto_qc_pass
526,-dxfTGcXJoc$_$2,28,and,172,175,32,and,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
527,-dxfTGcXJoc$_$2,29,to,176,178,33,to,1,1,12.670000076293945,12.75,1,mfa_primary_exact_transcript_auto_qc_pass
528,-dxfTGcXJoc$_$2,30,exchange,179,187,34,exchange,1,1,12.75,13.359999656677246,1,mfa_primary_exact_transcript_auto_qc_pass
529,-dxfTGcXJoc$_$2,31,ideas,188,193,35,ideas,1,1,13.359999656677246,14.020000457763672,1,mfa_primary_exact_transcript_auto_qc_pass
530,-dxfTGcXJoc$_$2,32,and,194,197,36,and,1,1,14.15999984741211,14.289999961853027,1,mfa_primary_exact_transcript_auto_qc_pass
531,-dxfTGcXJoc$_$2,33,establish,198,207,37,establish,1,1,14.289999961853027,14.789999961853027,1,mfa_primary_exact_transcript_auto_qc_pass
532,-dxfTGcXJoc$_$2,34,business,208,216,38,business,1,1,14.789999961853027,15.239999771118164,1,mfa_primary_exact_transcript_auto_qc_pass
533,-dxfTGcXJoc$_$2,35,relationships,217,230,39,relationships,1,1,15.239999771118164,16.110000610351562,1,mfa_primary_exact_transcript_auto_qc_pass
534,-dxfTGcXJoc$_$6,1,Kentucky's,0,10,1;2;3,kentucky ' s,3,1,0.4099999964237213,0.9100000262260437,1,mfa_primary_exact_transcript_auto_qc_pass
535,-dxfTGcXJoc$_$6,2,participation,11,24,4,participation,1,1,0.9100000262260437,1.840000033378601,1,mfa_primary_exact_transcript_auto_qc_pass
536,-dxfTGcXJoc$_$6,3,at,25,27,5,at,1,1,1.840000033378601,2.0,1,mfa_primary_exact_transcript_auto_qc_pass
537,-dxfTGcXJoc$_$6,4,the,28,31,6,the,1,1,2.0,2.2100000381469727,1,mfa_primary_exact_transcript_auto_qc_pass
538,-dxfTGcXJoc$_$6,5,annual,32,38,7,annual,1,1,2.2100000381469727,2.6500000953674316,1,mfa_primary_exact_transcript_auto_qc_pass
539,-dxfTGcXJoc$_$6,6,BIO,39,42,8,bio,1,1,2.6500000953674316,3.119999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
540,-dxfTGcXJoc$_$6,7,International,43,56,9,international,1,1,3.119999885559082,3.7200000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
541,-dxfTGcXJoc$_$6,8,Convention,57,67,10,convention,1,1,3.7200000286102295,4.340000152587891,1,mfa_primary_exact_transcript_auto_qc_pass
542,-dxfTGcXJoc$_$6,9,is,68,70,11,is,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
543,-dxfTGcXJoc$_$6,10,the,71,74,12,the,1,1,4.980000019073486,5.119999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
544,-dxfTGcXJoc$_$6,11,primary,75,82,13,primary,1,1,5.119999885559082,5.71999979019165,1,mfa_primary_exact_transcript_auto_qc_pass
545,-dxfTGcXJoc$_$6,12,means,83,88,14,means,1,1,5.71999979019165,6.210000038146973,1,mfa_primary_exact_transcript_auto_qc_pass
546,-dxfTGcXJoc$_$6,13,by,89,91,15,by,1,1,6.210000038146973,6.409999847412109,1,mfa_primary_exact_transcript_auto_qc_pass
547,-dxfTGcXJoc$_$6,14,which,92,97,16,which,1,1,6.409999847412109,6.75,1,mfa_primary_exact_transcript_auto_qc_pass
548,-dxfTGcXJoc$_$6,15,our,98,101,17,our,1,1,6.829999923706055,7.159999847412109,1,mfa_primary_exact_transcript_auto_qc_pass
549,-dxfTGcXJoc$_$6,16,high,102,106,18,high,1,1,7.159999847412109,7.380000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
550,-dxfTGcXJoc$_$6,17,tech,107,111,20,tech,1,1,7.380000114440918,7.71999979019165,1,mfa_primary_exact_transcript_auto_qc_pass
551,-dxfTGcXJoc$_$6,18,companies,112,121,21,companies,1,1,7.71999979019165,8.239999771118164,1,mfa_primary_exact_transcript_auto_qc_pass
552,-dxfTGcXJoc$_$6,19,and,122,125,22,and,1,1,8.239999771118164,8.380000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
553,-dxfTGcXJoc$_$6,20,institutions,126,138,23,institutions,1,1,8.380000114440918,9.220000267028809,1,mfa_primary_exact_transcript_auto_qc_pass
554,-dxfTGcXJoc$_$6,21,can,139,142,24,can,1,1,9.359999656677246,9.59000015258789,1,mfa_primary_exact_transcript_auto_qc_pass
555,-dxfTGcXJoc$_$6,22,reach,143,148,25,reach,1,1,9.59000015258789,9.880000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
556,-dxfTGcXJoc$_$6,23,out,149,152,26,out,1,1,9.880000114440918,10.260000228881836,1,mfa_primary_exact_transcript_auto_qc_pass
557,-dxfTGcXJoc$_$6,24,to,153,155,27,to,1,1,10.260000228881836,10.350000381469727,1,mfa_primary_exact_transcript_auto_qc_pass
558,-dxfTGcXJoc$_$6,25,the,156,159,28,the,1,1,10.350000381469727,10.470000267028809,1,mfa_primary_exact_transcript_auto_qc_pass
559,-dxfTGcXJoc$_$6,26,global,160,166,29,global,1,1,10.470000267028809,10.930000305175781,1,mfa_primary_exact_transcript_auto_qc_pass
560,-dxfTGcXJoc$_$6,27,scientific,167,177,30,scientific,1,1,10.930000305175781,11.579999923706055,1,mfa_primary_exact_transcript_auto_qc_pass
561,-dxfTGcXJoc$_$6,28,community,178,187,31,community,1,1,11.579999923706055,12.119999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
562,-egA8-b7-3M$_$26,1,We're,0,5,1;2;3,we ' re,3,1,,,0,official_word_unmatched_or_ambiguous_in_asr
563,-egA8-b7-3M$_$26,2,updating,6,14,4;5,up ##dating,2,1,0.6499999761581421,0.8999999761581421,1,mfa_primary_unique_word_overlap_auto_qc_pass
564,-egA8-b7-3M$_$26,3,it,15,17,6,it,1,1,0.8999999761581421,1.2899999618530273,1,mfa_primary_unique_word_overlap_auto_qc_pass
565,-egA8-b7-3M$_$26,4,all,18,21,7,all,1,1,1.2899999618530273,1.5399999618530273,1,mfa_primary_unique_word_overlap_auto_qc_pass
566,-egA8-b7-3M$_$26,5,the,22,25,8,the,1,1,1.5399999618530273,1.6399999856948853,1,mfa_primary_unique_word_overlap_auto_qc_pass
567,-egA8-b7-3M$_$26,6,time,26,30,9,time,1,1,1.6399999856948853,2.119999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
568,-egA8-b7-3M$_$26,7,and,31,34,10,and,1,1,2.450000047683716,2.609999895095825,1,mfa_primary_unique_word_overlap_auto_qc_pass
569,-egA8-b7-3M$_$26,8,looking,35,42,11,looking,1,1,2.609999895095825,2.9200000762939453,1,mfa_primary_unique_word_overlap_auto_qc_pass
570,-egA8-b7-3M$_$26,9,forward,43,50,12,forward,1,1,2.9200000762939453,3.3399999141693115,1,mfa_primary_unique_word_overlap_auto_qc_pass
571,-egA8-b7-3M$_$26,10,to,51,53,13,to,1,1,3.3399999141693115,3.4600000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
572,-egA8-b7-3M$_$26,11,your,54,58,14,your,1,1,3.4600000381469727,3.680000066757202,1,mfa_primary_unique_word_overlap_auto_qc_pass
573,-egA8-b7-3M$_$26,12,comments,59,67,15,comments,1,1,3.680000066757202,4.309999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
574,-egA8-b7-3M$_$26,13,on,68,70,16,on,1,1,4.309999942779541,4.539999961853027,1,mfa_primary_unique_word_overlap_auto_qc_pass
575,-egA8-b7-3M$_$26,14,our,71,74,17,our,1,1,4.539999961853027,4.679999828338623,1,mfa_primary_unique_word_overlap_auto_qc_pass
576,-egA8-b7-3M$_$26,15,videos,75,81,18,videos,1,1,4.679999828338623,5.380000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
577,-egA8-b7-3M$_$17,1,As,0,2,1,as,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
578,-egA8-b7-3M$_$17,2,you,3,6,2,you,1,1,0.7900000214576721,0.8999999761581421,1,mfa_primary_exact_transcript_auto_qc_pass
579,-egA8-b7-3M$_$17,3,have,7,11,3,have,1,1,0.8999999761581421,1.1200000047683716,1,mfa_primary_exact_transcript_auto_qc_pass
580,-egA8-b7-3M$_$17,4,more,12,16,4,more,1,1,1.1200000047683716,1.3600000143051147,1,mfa_primary_exact_transcript_auto_qc_pass
581,-egA8-b7-3M$_$17,5,experience,17,27,5,experience,1,1,1.3600000143051147,2.319999933242798,1,mfa_primary_exact_transcript_auto_qc_pass
582,-egA8-b7-3M$_$17,6,you,29,32,7,you,1,1,3.2200000286102295,3.3299999237060547,1,mfa_primary_exact_transcript_auto_qc_pass
583,-egA8-b7-3M$_$17,7,have,33,37,8,have,1,1,3.3299999237060547,3.549999952316284,1,mfa_primary_exact_transcript_auto_qc_pass
584,-egA8-b7-3M$_$17,8,more,38,42,9,more,1,1,3.549999952316284,3.759999990463257,1,mfa_primary_exact_transcript_auto_qc_pass
585,-egA8-b7-3M$_$17,9,times,43,48,10,times,1,1,3.759999990463257,4.239999771118164,1,mfa_primary_exact_transcript_auto_qc_pass
586,-egA8-b7-3M$_$17,10,exhibiting,49,59,11,exhibiting,1,1,4.239999771118164,5.010000228881836,1,mfa_primary_exact_transcript_auto_qc_pass
587,-egA8-b7-3M$_$17,11,you,61,64,13,you,1,1,5.239999771118164,5.340000152587891,1,mfa_primary_exact_transcript_auto_qc_pass
588,-egA8-b7-3M$_$17,12,get,65,68,14,get,1,1,5.340000152587891,5.539999961853027,1,mfa_primary_exact_transcript_auto_qc_pass
589,-egA8-b7-3M$_$17,13,to,69,71,15,to,1,1,5.539999961853027,5.639999866485596,1,mfa_primary_exact_transcript_auto_qc_pass
590,-egA8-b7-3M$_$17,14,know,72,76,16,know,1,1,5.639999866485596,5.869999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
591,-egA8-b7-3M$_$17,15,more,77,81,17,more,1,1,5.869999885559082,6.099999904632568,1,mfa_primary_exact_transcript_auto_qc_pass
592,-egA8-b7-3M$_$17,16,people,82,88,18,people,1,1,6.099999904632568,6.579999923706055,1,mfa_primary_exact_transcript_auto_qc_pass
593,-egA8-b7-3M$_$18,1,It,0,2,1,it,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
594,-egA8-b7-3M$_$18,2,becomes,3,10,2,becomes,1,1,0.6800000071525574,1.2799999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
595,-egA8-b7-3M$_$18,3,easier,11,17,3,easier,1,1,1.2799999713897705,1.8200000524520874,1,mfa_primary_exact_transcript_auto_qc_pass
596,-egA8-b7-3M$_$18,4,at,18,20,4,at,1,1,1.8200000524520874,2.0799999237060547,1,mfa_primary_exact_transcript_auto_qc_pass
597,-egA8-b7-3M$_$18,5,each,21,25,5,each,1,1,2.0799999237060547,2.390000104904175,1,mfa_primary_exact_transcript_auto_qc_pass
598,-egA8-b7-3M$_$18,6,one,26,29,6,one,1,1,2.390000104904175,2.5799999237060547,1,mfa_primary_exact_transcript_auto_qc_pass
599,-egA8-b7-3M$_$18,7,of,30,32,7,of,1,1,2.5799999237060547,2.690000057220459,1,mfa_primary_exact_transcript_auto_qc_pass
600,-egA8-b7-3M$_$18,8,these,33,38,8,these,1,1,2.690000057220459,2.9000000953674316,1,mfa_primary_exact_transcript_auto_qc_pass
601,-egA8-b7-3M$_$18,9,conferences,39,50,9,conferences,1,1,2.9000000953674316,3.759999990463257,1,mfa_primary_exact_transcript_auto_qc_pass
602,-egA8-b7-3M$_$18,10,to,51,53,10,to,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
603,-egA8-b7-3M$_$18,11,connect,54,61,11,connect,1,1,4.179999828338623,4.650000095367432,1,mfa_primary_exact_transcript_auto_qc_pass
604,-egA8-b7-3M$_$18,12,with,62,66,12,with,1,1,4.650000095367432,4.860000133514404,1,mfa_primary_exact_transcript_auto_qc_pass
605,-egA8-b7-3M$_$18,13,people,67,73,13,people,1,1,4.860000133514404,5.210000038146973,1,mfa_primary_exact_transcript_auto_qc_pass
606,-egA8-b7-3M$_$18,14,that,74,78,14,that,1,1,5.210000038146973,5.329999923706055,1,mfa_primary_exact_transcript_auto_qc_pass
607,-egA8-b7-3M$_$18,15,you've,79,85,15;16;17,you ' ve,3,1,5.329999923706055,5.619999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
608,-egA8-b7-3M$_$18,16,met,86,89,18,met,1,1,5.619999885559082,5.920000076293945,1,mfa_primary_exact_transcript_auto_qc_pass
609,-egA8-b7-3M$_$18,17,or,90,92,19,or,1,1,6.369999885559082,6.53000020980835,1,mfa_primary_exact_transcript_auto_qc_pass
610,-egA8-b7-3M$_$18,18,that,93,97,20,that,1,1,6.53000020980835,6.699999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
611,-egA8-b7-3M$_$18,19,you're,98,104,21;22;23,you ' re,3,1,6.699999809265137,6.809999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
612,-egA8-b7-3M$_$18,20,doing,105,110,24,doing,1,1,6.809999942779541,7.110000133514404,1,mfa_primary_exact_transcript_auto_qc_pass
613,-egA8-b7-3M$_$18,21,business,111,119,25,business,1,1,7.110000133514404,7.639999866485596,1,mfa_primary_exact_transcript_auto_qc_pass
614,-egA8-b7-3M$_$18,22,with,120,124,26,with,1,1,7.639999866485596,7.809999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
615,-egA8-b7-3M$_$16,1,Third,0,5,1,third,1,1,0.3700000047683716,0.800000011920929,1,mfa_primary_exact_transcript_auto_qc_pass
616,-egA8-b7-3M$_$16,2,another,7,14,3,another,1,1,0.800000011920929,1.2599999904632568,1,mfa_primary_exact_transcript_auto_qc_pass
617,-egA8-b7-3M$_$16,3,big,15,18,4,big,1,1,1.2599999904632568,1.5199999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
618,-egA8-b7-3M$_$16,4,benefit,19,26,5,benefit,1,1,1.5199999809265137,1.9700000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
619,-egA8-b7-3M$_$16,5,of,27,29,6,of,1,1,1.9700000286102295,2.0999999046325684,1,mfa_primary_exact_transcript_auto_qc_pass
620,-egA8-b7-3M$_$16,6,exhibiting,30,40,7,exhibiting,1,1,2.0999999046325684,2.7200000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
621,-egA8-b7-3M$_$16,7,is,41,43,8,is,1,1,2.7200000286102295,2.9200000762939453,1,mfa_primary_exact_transcript_auto_qc_pass
622,-egA8-b7-3M$_$16,8,connecting,44,54,9,connecting,1,1,2.9200000762939453,3.5299999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
623,-egA8-b7-3M$_$16,9,with,55,59,10,with,1,1,3.5299999713897705,3.700000047683716,1,mfa_primary_exact_transcript_auto_qc_pass
624,-egA8-b7-3M$_$16,10,existing,60,68,11,existing,1,1,3.700000047683716,4.309999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
625,-egA8-b7-3M$_$16,11,clients,69,76,12,clients,1,1,4.309999942779541,5.010000228881836,1,mfa_primary_exact_transcript_auto_qc_pass
626,-egA8-b7-3M$_$13,1,What,0,4,1,what,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
627,-egA8-b7-3M$_$13,2,are,5,8,2,are,1,1,0.6600000262260437,0.6899999976158142,1,mfa_primary_exact_transcript_auto_qc_pass
628,-egA8-b7-3M$_$13,3,you,9,12,3,you,1,1,0.6899999976158142,0.8299999833106995,1,mfa_primary_exact_transcript_auto_qc_pass
629,-egA8-b7-3M$_$13,4,doing,13,18,4,doing,1,1,0.8299999833106995,1.159999966621399,1,mfa_primary_exact_transcript_auto_qc_pass
630,-egA8-b7-3M$_$13,5,that's,19,25,5;6;7,that ' s,3,1,1.159999966621399,1.3899999856948853,1,mfa_primary_exact_transcript_auto_qc_pass
631,-egA8-b7-3M$_$13,6,different,26,35,8,different,1,1,1.3899999856948853,1.7999999523162842,1,mfa_primary_exact_transcript_auto_qc_pass
632,-egA8-b7-3M$_$13,7,They,38,42,11,they,1,1,2.319999933242798,2.4700000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
633,-egA8-b7-3M$_$13,8,always,43,49,12,always,1,1,2.4700000286102295,2.7699999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
634,-egA8-b7-3M$_$13,9,want,50,54,13,want,1,1,2.7699999809265137,2.990000009536743,1,mfa_primary_exact_transcript_auto_qc_pass
635,-egA8-b7-3M$_$13,10,an,55,57,14,an,1,1,2.990000009536743,3.0999999046325684,1,mfa_primary_exact_transcript_auto_qc_pass
636,-egA8-b7-3M$_$13,11,answer,58,64,15,answer,1,1,3.0999999046325684,3.559999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
637,-egA8-b7-3M$_$1,1,I,0,1,1,i,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
638,-egA8-b7-3M$_$1,2,started,2,9,2,started,1,1,1.190000057220459,1.690000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
639,-egA8-b7-3M$_$1,3,a,10,11,3,a,1,1,1.690000057220459,1.7400000095367432,1,mfa_primary_unique_word_overlap_auto_qc_pass
640,-egA8-b7-3M$_$1,4,successful,12,22,4,successful,1,1,1.7400000095367432,2.4800000190734863,1,mfa_primary_unique_word_overlap_auto_qc_pass
641,-egA8-b7-3M$_$1,5,Legal,23,28,5,legal,1,1,2.4800000190734863,2.7100000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
642,-egA8-b7-3M$_$1,6,Nurse,29,34,6,nurse,1,1,2.7100000381469727,3.0299999713897705,1,mfa_primary_unique_word_overlap_auto_qc_pass
643,-egA8-b7-3M$_$1,7,Consulting,35,45,7,consulting,1,1,3.0299999713897705,3.549999952316284,1,mfa_primary_unique_word_overlap_auto_qc_pass
644,-egA8-b7-3M$_$1,8,Business,46,54,8,business,1,1,3.549999952316284,4.179999828338623,1,mfa_primary_unique_word_overlap_auto_qc_pass
645,-egA8-b7-3M$_$1,9,in,55,57,9,in,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
646,-egA8-b7-3M$_$1,10,1989,58,62,10,1989,1,1,4.570000171661377,5.820000171661377,1,mfa_primary_unique_word_overlap_auto_qc_pass
647,-egA8-b7-3M$_$1,11,I,64,65,12,i,1,1,6.340000152587891,6.420000076293945,1,mfa_primary_unique_word_overlap_auto_qc_pass
648,-egA8-b7-3M$_$1,12,mentor,66,72,13,mentor,1,1,6.420000076293945,6.849999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
649,-egA8-b7-3M$_$1,13,nurses,73,79,14,nurses,1,1,6.849999904632568,7.360000133514404,1,mfa_primary_unique_word_overlap_auto_qc_pass
650,-egA8-b7-3M$_$1,14,who,80,83,15,who,1,1,7.360000133514404,7.46999979019165,1,mfa_primary_unique_word_overlap_auto_qc_pass
651,-egA8-b7-3M$_$1,15,want,84,88,16,want,1,1,7.46999979019165,7.809999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
652,-egA8-b7-3M$_$1,16,to,89,91,17,to,1,1,7.809999942779541,7.889999866485596,1,mfa_primary_unique_word_overlap_auto_qc_pass
653,-egA8-b7-3M$_$1,17,become,92,98,18,become,1,1,7.889999866485596,8.329999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
654,-egA8-b7-3M$_$1,18,Legal,99,104,19,legal,1,1,8.329999923706055,8.529999732971191,1,mfa_primary_unique_word_overlap_auto_qc_pass
655,-egA8-b7-3M$_$1,19,Nurse,105,110,20,nurse,1,1,8.529999732971191,8.8100004196167,1,mfa_primary_unique_word_overlap_auto_qc_pass
656,-egA8-b7-3M$_$1,20,Consultants,111,122,21,consultants,1,1,8.8100004196167,9.710000038146973,1,mfa_primary_unique_word_overlap_auto_qc_pass
657,-egA8-b7-3M$_$6,1,First,0,5,1,first,1,1,0.47999998927116394,0.9200000166893005,1,mfa_primary_exact_transcript_auto_qc_pass
658,-egA8-b7-3M$_$6,2,exhibiting,6,16,2,exhibiting,1,1,0.949999988079071,1.590000033378601,1,mfa_primary_exact_transcript_auto_qc_pass
659,-egA8-b7-3M$_$6,3,is,17,19,3,is,1,1,1.590000033378601,1.7400000095367432,1,mfa_primary_exact_transcript_auto_qc_pass
660,-egA8-b7-3M$_$6,4,a,20,21,4,a,1,1,1.7400000095367432,1.809999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
661,-egA8-b7-3M$_$6,5,wonderful,22,31,5,wonderful,1,1,1.809999942779541,2.4200000762939453,1,mfa_primary_exact_transcript_auto_qc_pass
662,-egA8-b7-3M$_$6,6,opportunity,32,43,6,opportunity,1,1,2.4200000762939453,3.200000047683716,1,mfa_primary_exact_transcript_auto_qc_pass
663,-egA8-b7-3M$_$6,7,to,44,46,7,to,1,1,3.200000047683716,3.380000114440918,1,mfa_primary_exact_transcript_auto_qc_pass
664,-egA8-b7-3M$_$6,8,network,47,54,8,network,1,1,3.380000114440918,3.950000047683716,1,mfa_primary_exact_transcript_auto_qc_pass
665,-egA8-b7-3M$_$6,9,with,55,59,9,with,1,1,3.950000047683716,4.110000133514404,1,mfa_primary_exact_transcript_auto_qc_pass
666,-egA8-b7-3M$_$6,10,other,60,65,10,other,1,1,4.150000095367432,4.46999979019165,1,mfa_primary_exact_transcript_auto_qc_pass
667,-egA8-b7-3M$_$6,11,legal,66,71,11,legal,1,1,4.46999979019165,4.900000095367432,1,mfa_primary_exact_transcript_auto_qc_pass
668,-egA8-b7-3M$_$6,12,vendors,72,79,12,vendors,1,1,4.900000095367432,5.650000095367432,1,mfa_primary_exact_transcript_auto_qc_pass
669,-egA8-b7-3M$_$9,1,Secondly,0,8,1,secondly,1,1,0.44999998807907104,1.090000033378601,1,mfa_primary_exact_transcript_auto_qc_pass
670,-egA8-b7-3M$_$9,2,another,10,17,3,another,1,1,1.090000033378601,1.6100000143051147,1,mfa_primary_exact_transcript_auto_qc_pass
671,-egA8-b7-3M$_$9,3,goal,18,22,4,goal,1,1,1.6100000143051147,1.909999966621399,1,mfa_primary_exact_transcript_auto_qc_pass
672,-egA8-b7-3M$_$9,4,of,23,25,5,of,1,1,1.909999966621399,2.0299999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
673,-egA8-b7-3M$_$9,5,exhibiting,26,36,6,exhibiting,1,1,2.0299999713897705,2.5999999046325684,1,mfa_primary_exact_transcript_auto_qc_pass
674,-egA8-b7-3M$_$9,6,is,38,40,7,is,1,1,2.5999999046325684,2.8299999237060547,1,mfa_primary_exact_transcript_auto_qc_pass
675,-egA8-b7-3M$_$9,7,building,41,49,8,building,1,1,2.8299999237060547,3.299999952316284,1,mfa_primary_exact_transcript_auto_qc_pass
676,-egA8-b7-3M$_$9,8,your,50,54,9,your,1,1,3.299999952316284,3.4200000762939453,1,mfa_primary_exact_transcript_auto_qc_pass
677,-egA8-b7-3M$_$9,9,company,55,62,10,company,1,1,3.4200000762939453,3.9100000858306885,1,mfa_primary_exact_transcript_auto_qc_pass
678,-egA8-b7-3M$_$9,10,image,63,68,11,image,1,1,3.9100000858306885,4.440000057220459,1,mfa_primary_exact_transcript_auto_qc_pass
679,-egA8-b7-3M$_$20,1,Now,0,3,1,now,1,1,0.49000000953674316,0.75,1,mfa_primary_exact_transcript_auto_qc_pass
680,-egA8-b7-3M$_$20,2,you've,4,10,2;3;4,you ' ve,3,1,0.75,0.9300000071525574,1,mfa_primary_exact_transcript_auto_qc_pass
681,-egA8-b7-3M$_$20,3,got,11,14,5,got,1,1,0.9300000071525574,1.1399999856948853,1,mfa_primary_exact_transcript_auto_qc_pass
682,-egA8-b7-3M$_$20,4,a,15,16,6,a,1,1,1.1399999856948853,1.1799999475479126,1,mfa_primary_exact_transcript_auto_qc_pass
683,-egA8-b7-3M$_$20,5,face,17,21,7,face,1,1,1.1799999475479126,1.6100000143051147,1,mfa_primary_exact_transcript_auto_qc_pass
684,-egA8-b7-3M$_$20,6,that,22,26,8,that,1,1,1.6100000143051147,1.7599999904632568,1,mfa_primary_exact_transcript_auto_qc_pass
685,-egA8-b7-3M$_$20,7,you,27,30,9,you,1,1,1.7599999904632568,1.8700000047683716,1,mfa_primary_exact_transcript_auto_qc_pass
686,-egA8-b7-3M$_$20,8,can,31,34,10,can,1,1,1.8700000047683716,2.0799999237060547,1,mfa_primary_exact_transcript_auto_qc_pass
687,-egA8-b7-3M$_$20,9,connect,35,42,11,connect,1,1,2.0799999237060547,2.5299999713897705,1,mfa_primary_exact_transcript_auto_qc_pass
688,-egA8-b7-3M$_$20,10,with,43,47,12,with,1,1,2.5299999713897705,2.7100000381469727,1,mfa_primary_exact_transcript_auto_qc_pass
689,-egA8-b7-3M$_$20,11,a,48,49,13,a,1,1,2.7100000381469727,2.759999990463257,1,mfa_primary_exact_transcript_auto_qc_pass
690,-egA8-b7-3M$_$20,12,voice,50,55,14,voice,1,1,2.759999990463257,3.4800000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
691,-egA8-b7-3M$_$20,13,and,57,60,16,and,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
692,-egA8-b7-3M$_$20,14,that,61,65,17,that,1,1,4.099999904632568,4.28000020980835,1,mfa_primary_exact_transcript_auto_qc_pass
693,-egA8-b7-3M$_$20,15,makes,66,71,18,makes,1,1,4.28000020980835,4.559999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
