sample_id,official_word_index,official_word,text_feature_row_0based,word_start_wav_s,word_end_wav_s,word_start_source_s,word_end_source_s,timestamp_evidence_tier,timestamp_status,text_valid_mask,word_time_valid_mask,audio_valid_mask,audio_f0_valid_mask,visual_valid_mask,visual_nearest_candidate_mask,audio_frame_start_index_0based,audio_frame_end_index_exclusive,audio_frame_count,f0_voiced_frame_count,visual_frame_start_index_0based,visual_frame_end_index_exclusive,visual_frame_count,visual_valid_face_frame_count,visual_status,nearest_visual_frame_index_0based,nearest_visual_distance_to_interval_s
-THoVjtIkeU$_$6,3,that,229,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-THoVjtIkeU$_$6,4,I,230,0.28999999165534973,0.3199999928474426,0.28999999165534973,0.3199999928474426,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,29,32,3,3,3,4,1,1,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,5,think,231,0.49000000953674316,0.8999999761581421,0.49000000953674316,0.8999999761581421,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,50,90,40,31,5,9,4,4,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,6,listening,232,1.3799999952316284,1.899999976158142,1.3799999952316284,1.899999976158142,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,138,190,52,50,14,19,5,5,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,7,to,233,1.899999976158142,2.0199999809265137,1.899999976158142,2.0199999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,190,202,12,12,19,21,2,2,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,8,young,234,2.0199999809265137,2.25,2.0199999809265137,2.25,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,202,225,23,23,21,23,2,2,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,9,people,235,2.25,2.609999895095825,2.25,2.609999895095825,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,225,261,36,24,23,27,4,4,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,10,taking,236,2.609999895095825,3.0399999618530273,2.609999895095825,3.0399999618530273,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,261,304,43,39,27,31,4,4,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,11,in,237,3.0399999618530273,3.2100000381469727,3.0399999618530273,3.2100000381469727,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,304,322,18,18,31,33,2,2,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,12,what,238,3.2100000381469727,3.390000104904175,3.2100000381469727,3.390000104904175,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,322,340,18,15,33,34,1,1,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,13,they,239,3.390000104904175,3.5199999809265137,3.390000104904175,3.5199999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,340,352,12,2,34,36,2,2,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,14,have,240,3.5199999809265137,3.740000009536743,3.5199999809265137,3.740000009536743,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,352,375,23,16,36,38,2,2,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,15,to,241,3.740000009536743,3.859999895095825,3.740000009536743,3.859999895095825,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,375,386,11,11,38,39,1,1,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,16,say,242,3.859999895095825,4.159999847412109,3.859999895095825,4.159999847412109,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,386,416,30,15,39,42,3,3,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,17,because,243,4.159999847412109,4.489999771118164,4.159999847412109,4.489999771118164,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,416,449,33,32,42,45,3,3,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,18,what,244,4.829999923706055,5.0,4.829999923706055,5.0,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,483,500,17,14,49,50,1,1,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,19,we,245,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-THoVjtIkeU$_$6,20,have,246,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-THoVjtIkeU$_$6,21,seen,247,5.179999828338623,5.460000038146973,5.179999828338623,5.460000038146973,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,518,547,29,21,52,55,3,3,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,22,all,248,5.460000038146973,5.710000038146973,5.460000038146973,5.710000038146973,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,547,572,25,10,55,58,3,3,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,23,around,249,5.710000038146973,5.940000057220459,5.710000038146973,5.940000057220459,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,572,595,23,23,58,60,2,2,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,24,the,250,5.940000057220459,6.019999980926514,5.940000057220459,6.019999980926514,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,595,602,7,7,60,61,1,1,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,25,world,251,6.019999980926514,6.409999847412109,6.019999980926514,6.409999847412109,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,602,641,39,39,61,65,4,4,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,26,is,252,6.449999809265137,6.579999923706055,6.449999809265137,6.579999923706055,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,645,658,13,13,65,66,1,1,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,27,the,253,6.579999923706055,6.650000095367432,6.579999923706055,6.650000095367432,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,658,666,8,8,66,67,1,1,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,28,power,254,6.650000095367432,7.070000171661377,6.650000095367432,7.070000171661377,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,666,708,42,34,67,71,4,4,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,29,of,255,7.070000171661377,7.190000057220459,7.070000171661377,7.190000057220459,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,708,720,12,12,71,72,1,1,in_interval_valid_face,-1,
-THoVjtIkeU$_$6,30,youth,256,7.190000057220459,7.599999904632568,7.190000057220459,7.599999904632568,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,720,760,40,27,72,76,4,4,in_interval_valid_face,-1,
-UuX1xuaiiE$_$1,1,And,257,0.4399999976158142,0.5899999737739563,0.4399999976158142,0.5899999737739563,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,0,0,44,59,15,0,5,6,1,0,in_interval_frames_no_valid_face,99,9.310000026226044
-UuX1xuaiiE$_$1,2,all,258,0.5899999737739563,0.8199999928474426,0.5899999737739563,0.8199999928474426,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,59,82,23,21,6,9,3,0,in_interval_frames_no_valid_face,99,9.080000007152558
-UuX1xuaiiE$_$1,3,of,259,0.8199999928474426,0.9200000166893005,0.8199999928474426,0.9200000166893005,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,82,93,11,11,9,10,1,0,in_interval_frames_no_valid_face,99,8.9799999833107
-UuX1xuaiiE$_$1,4,them,260,0.9200000166893005,1.1100000143051147,0.9200000166893005,1.1100000143051147,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,93,112,19,17,10,12,2,0,in_interval_frames_no_valid_face,99,8.789999985694886
-UuX1xuaiiE$_$1,5,are,261,1.1100000143051147,1.2799999713897705,1.1100000143051147,1.2799999713897705,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,112,128,16,9,12,13,1,0,in_interval_frames_no_valid_face,99,8.62000002861023
-UuX1xuaiiE$_$1,6,really,262,1.2799999713897705,1.6399999856948853,1.2799999713897705,1.6399999856948853,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,128,164,36,36,13,17,4,0,in_interval_frames_no_valid_face,99,8.260000014305115
-UuX1xuaiiE$_$1,7,being,263,,,,,A_exact_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-UuX1xuaiiE$_$1,8,able,264,,,,,A_exact_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-UuX1xuaiiE$_$1,9,to,265,2.7300000190734863,2.890000104904175,2.7300000190734863,2.890000104904175,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,274,290,16,16,28,29,1,0,in_interval_frames_no_valid_face,99,7.0099998950958256
-UuX1xuaiiE$_$1,10,explore,266,2.890000104904175,3.680000066757202,2.890000104904175,3.680000066757202,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,290,369,79,58,29,37,8,0,in_interval_frames_no_valid_face,99,6.219999933242798
-UuX1xuaiiE$_$1,11,these,267,,,,,A_exact_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-UuX1xuaiiE$_$1,12,different,268,4.53000020980835,4.860000133514404,4.53000020980835,4.860000133514404,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,454,487,33,32,46,49,3,0,in_interval_frames_no_valid_face,99,5.039999866485596
-UuX1xuaiiE$_$1,13,areas,269,4.860000133514404,5.179999828338623,4.860000133514404,5.179999828338623,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,487,518,31,31,49,52,3,0,in_interval_frames_no_valid_face,99,4.720000171661377
-UuX1xuaiiE$_$1,14,in,270,5.460000038146973,6.0,5.460000038146973,6.0,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,547,600,53,45,55,60,5,0,in_interval_frames_no_valid_face,99,3.9000000000000004
-UuX1xuaiiE$_$1,15,depth,271,6.0,6.440000057220459,6.0,6.440000057220459,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,600,645,45,37,60,65,5,0,in_interval_frames_no_valid_face,99,3.4599999427795414
-UuX1xuaiiE$_$1,16,in,272,6.440000057220459,6.630000114440918,6.440000057220459,6.630000114440918,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,645,664,19,13,65,67,2,0,in_interval_frames_no_valid_face,99,3.2699998855590824
-UuX1xuaiiE$_$1,17,a,273,6.630000114440918,6.699999809265137,6.630000114440918,6.699999809265137,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,664,670,6,6,67,67,0,0,no_visual_frame_in_interval,99,3.2000001907348636
-UuX1xuaiiE$_$1,18,way,274,6.699999809265137,6.96999979019165,6.699999809265137,6.96999979019165,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,670,697,27,27,67,70,3,0,in_interval_frames_no_valid_face,99,2.93000020980835
-UuX1xuaiiE$_$1,19,that,275,6.96999979019165,7.28000020980835,6.96999979019165,7.28000020980835,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,697,729,32,24,70,73,3,0,in_interval_frames_no_valid_face,99,2.6199997901916507
-UuX1xuaiiE$_$1,20,really,276,7.28000020980835,7.489999771118164,7.28000020980835,7.489999771118164,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,729,749,20,18,73,75,2,0,in_interval_frames_no_valid_face,99,2.4100002288818363
-UuX1xuaiiE$_$1,21,wasn't,277,7.489999771118164,7.820000171661377,7.489999771118164,7.820000171661377,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,749,783,34,34,75,79,4,0,in_interval_frames_no_valid_face,99,2.0799998283386234
-UuX1xuaiiE$_$1,22,available,278,7.820000171661377,8.289999961853027,7.820000171661377,8.289999961853027,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,783,829,46,46,79,83,4,0,in_interval_frames_no_valid_face,99,1.610000038146973
-UuX1xuaiiE$_$1,23,before,279,8.289999961853027,8.699999809265137,8.289999961853027,8.699999809265137,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,829,870,41,18,83,87,4,0,in_interval_frames_no_valid_face,99,1.2000001907348636
-UuX1xuaiiE$_$1,24,the,280,8.699999809265137,8.789999961853027,8.699999809265137,8.789999961853027,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,0,0,870,879,9,0,87,88,1,0,in_interval_frames_no_valid_face,99,1.110000038146973
-UuX1xuaiiE$_$1,25,center,281,8.789999961853027,9.180000305175781,8.789999961853027,9.180000305175781,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,0,0,879,919,40,0,88,92,4,0,in_interval_frames_no_valid_face,99,0.7199996948242191
-UuX1xuaiiE$_$1,26,was,282,9.180000305175781,9.350000381469727,9.180000305175781,9.350000381469727,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,0,0,919,936,17,0,92,94,2,0,in_interval_frames_no_valid_face,99,0.5499996185302738
-UuX1xuaiiE$_$1,27,here,283,9.350000381469727,9.779999732971191,9.350000381469727,9.779999732971191,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,0,0,936,978,42,0,94,98,4,0,in_interval_frames_no_valid_face,99,0.12000026702880895
-UuX1xuaiiE$_$0,1,it's,284,0.0,0.14000000059604645,0.0,0.14000000059604645,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,1,0,0,15,15,0,0,2,2,2,in_interval_valid_face,-1,
-UuX1xuaiiE$_$0,2,amazing,285,0.14000000059604645,0.800000011920929,0.14000000059604645,0.800000011920929,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,15,81,66,56,2,9,7,7,in_interval_valid_face,-1,
-UuX1xuaiiE$_$0,3,to,286,0.800000011920929,1.100000023841858,0.800000011920929,1.100000023841858,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,1,0,81,111,30,0,9,12,3,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$0,4,see,287,1.100000023841858,1.2799999713897705,1.100000023841858,1.2799999713897705,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,111,128,17,15,12,13,1,1,in_interval_valid_face,-1,
-UuX1xuaiiE$_$0,5,their,288,1.2799999713897705,1.4800000190734863,1.2799999713897705,1.4800000190734863,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,128,149,21,21,13,15,2,2,in_interval_valid_face,-1,
-UuX1xuaiiE$_$0,6,enthusiasm,289,1.4800000190734863,2.2899999618530273,1.4800000190734863,2.2899999618530273,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,149,229,80,71,15,23,8,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$0,7,and,290,2.2899999618530273,2.4100000858306885,2.2899999618530273,2.4100000858306885,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,229,242,13,8,23,25,2,0,in_interval_frames_no_valid_face,17,0.5899999618530274
-UuX1xuaiiE$_$0,8,their,291,2.4100000858306885,2.5,2.4100000858306885,2.5,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,0,0,242,250,8,0,25,25,0,0,no_visual_frame_in_interval,17,0.7100000858306885
-UuX1xuaiiE$_$0,9,passion,292,2.5,3.359999895095825,2.5,3.359999895095825,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,0,250,336,86,30,25,34,9,0,in_interval_frames_no_valid_face,17,0.8
-UuX1xuaiiE$_$3,1,My,293,0.0,0.6600000262260437,0.0,0.6600000262260437,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,0,67,67,46,0,7,7,7,in_interval_valid_face,-1,
-UuX1xuaiiE$_$3,2,goal,294,0.6899999976158142,1.0199999809265137,0.6899999976158142,1.0199999809265137,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,69,102,33,33,7,11,4,4,in_interval_valid_face,-1,
-UuX1xuaiiE$_$3,3,is,295,1.0199999809265137,1.3700000047683716,1.0199999809265137,1.3700000047683716,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,102,138,36,22,11,14,3,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$3,4,to,296,1.3700000047683716,1.649999976158142,1.3700000047683716,1.649999976158142,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,138,165,27,13,14,17,3,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$3,5,become,297,,,,,A_exact_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-UuX1xuaiiE$_$3,6,a,298,,,,,A_exact_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-UuX1xuaiiE$_$3,7,human,299,2.619999885559082,2.9200000762939453,2.619999885559082,2.9200000762939453,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,262,293,31,29,27,30,3,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$3,8,rights,300,2.9200000762939453,3.2300000190734863,2.9200000762939453,3.2300000190734863,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,293,324,31,24,30,33,3,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$3,9,lawyer,301,3.2300000190734863,3.680000066757202,3.2300000190734863,3.680000066757202,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,324,369,45,39,33,37,4,4,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,1,I,302,,,,,B_unique_word_overlap_in_mismatched_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-UuX1xuaiiE$_$6,2,ended,303,0.6399999856948853,0.800000011920929,0.6399999856948853,0.800000011920929,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,64,81,17,17,7,9,2,2,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,3,up,304,0.800000011920929,0.8899999856948853,0.800000011920929,0.8899999856948853,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,0,1,81,89,8,8,9,9,0,0,no_visual_frame_in_interval,8,1.1920928910669204e-08
-UuX1xuaiiE$_$6,4,going,305,0.8899999856948853,1.1299999952316284,0.8899999856948853,1.1299999952316284,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,89,113,24,24,9,12,3,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,5,to,306,1.1299999952316284,1.2100000381469727,1.1299999952316284,1.2100000381469727,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,113,122,9,9,12,13,1,1,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,6,work,307,1.2100000381469727,1.4700000286102295,1.2100000381469727,1.4700000286102295,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,122,148,26,24,13,15,2,2,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,7,for,308,1.4700000286102295,1.809999942779541,1.4700000286102295,1.809999942779541,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,148,181,33,20,15,19,4,4,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,8,the,309,1.809999942779541,1.909999966621399,1.809999942779541,1.909999966621399,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,181,191,10,10,19,20,1,1,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,9,US,310,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-UuX1xuaiiE$_$6,10,government,311,2.2100000381469727,2.7699999809265137,2.2100000381469727,2.7699999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,222,277,55,53,23,28,5,5,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,11,as,312,2.7699999809265137,2.9700000286102295,2.7699999809265137,2.9700000286102295,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,277,298,21,21,28,30,2,2,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,12,an,313,2.9700000286102295,3.0399999618530273,2.9700000286102295,3.0399999618530273,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,298,304,6,6,30,31,1,1,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,13,intelligence,314,3.0399999618530273,3.509999990463257,3.0399999618530273,3.509999990463257,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,304,351,47,45,31,36,5,5,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,14,analyst,315,3.509999990463257,4.110000133514404,3.509999990463257,4.110000133514404,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,351,412,61,59,36,42,6,6,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,15,specializing,316,4.949999809265137,5.639999866485596,4.949999809265137,5.639999866485596,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,495,564,69,57,50,57,7,7,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,16,in,317,5.639999866485596,5.920000076293945,5.639999866485596,5.920000076293945,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,564,593,29,29,57,60,3,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,17,war,318,5.920000076293945,6.070000171661377,5.920000076293945,6.070000171661377,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,593,608,15,15,60,61,1,1,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,18,crimes,319,6.070000171661377,6.400000095367432,6.070000171661377,6.400000095367432,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,608,641,33,31,61,65,4,4,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,19,and,320,6.400000095367432,6.489999771118164,6.400000095367432,6.489999771118164,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,0,1,641,649,8,8,65,65,0,0,no_visual_frame_in_interval,64,9.536743128535363e-08
-UuX1xuaiiE$_$6,20,human,321,6.489999771118164,6.679999828338623,6.489999771118164,6.679999828338623,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,649,668,19,19,65,67,2,2,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,21,rights,322,6.679999828338623,6.929999828338623,6.679999828338623,6.929999828338623,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,668,693,25,22,67,70,3,3,in_interval_valid_face,-1,
-UuX1xuaiiE$_$6,22,issues,323,6.929999828338623,7.420000076293945,6.929999828338623,7.420000076293945,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,693,743,50,46,70,75,5,5,in_interval_valid_face,-1,
-a55Q6RWvTA$_$3,1,And,324,,,,,A_exact_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-a55Q6RWvTA$_$3,2,if,325,0.9300000071525574,1.2100000381469727,0.9300000071525574,1.2100000381469727,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,94,122,28,26,10,13,3,3,in_interval_valid_face,-1,
-a55Q6RWvTA$_$3,3,you,326,1.2100000381469727,1.350000023841858,1.2100000381469727,1.350000023841858,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,122,136,14,14,13,14,1,1,in_interval_valid_face,-1,
-a55Q6RWvTA$_$3,4,clip,327,1.350000023841858,1.7200000286102295,1.350000023841858,1.7200000286102295,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,136,173,37,21,14,18,4,4,in_interval_valid_face,-1,
-a55Q6RWvTA$_$3,5,coupons,328,1.7200000286102295,2.630000114440918,1.7200000286102295,2.630000114440918,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,173,264,91,88,18,27,9,9,in_interval_valid_face,-1,
