sample_id,official_word_index,official_word,whisper_token_index,whisper_word_index,whisper_word,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,word_probability,mapping_method,timestamp_source,timestamp_status,word_time_valid_mask,automatic_flags
-a55Q6RWvTA$_$3,37,life,37,37,life,10.9,11.12,10.9,11.12,0.9986334443092346,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,38,are,38,38,are,11.12,11.32,11.12,11.32,0.9806973934173584,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,39,free,39,39,free,11.32,11.7,11.32,11.7,0.9967643022537231,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,40,Reading,40,40,Reading,12.42,12.62,12.42,12.62,0.9844334125518799,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,41,a,41,41,a,12.62,12.86,12.62,12.86,0.9989979863166809,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,42,book,42,42,book,12.86,13.18,12.86,13.18,0.9996659755706787,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,43,going,43,43,going,13.8,14.54,13.8,14.54,0.979328989982605,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,44,for,44,44,for,14.54,14.76,14.54,14.76,0.9982445240020752,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,45,a,45,45,a,14.76,14.86,14.76,14.86,0.9971873164176941,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,46,nice,46,46,nice,14.86,15.04,14.86,15.04,0.9981653094291687,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,47,walk,47,47,walk,15.04,15.46,15.04,15.46,0.999264657497406,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,48,and,48,48,and,15.54,15.62,15.54,15.62,0.9917280673980713,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,49,of,49,49,of,15.62,15.68,15.62,15.68,0.7744097113609314,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,50,course,50,50,course,15.68,15.84,15.68,15.84,0.9993966817855835,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,51,combining,51,51,combining,15.84,16.36,15.84,16.36,0.7499645948410034,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,52,exercise,52,52,exercise,16.36,17.02,16.36,17.02,0.9938219785690308,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,53,and,53,53,and,17.02,17.3,17.02,17.3,0.9719203114509583,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,54,various,54,54,various,17.3,17.54,17.3,17.54,0.9959797859191895,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,55,things,55,55,things,17.54,17.82,17.54,17.82,0.9983391761779785,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,56,of,56,56,of,17.82,17.98,17.82,17.98,0.974080502986908,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,57,that,57,57,that,17.98,18.06,17.98,18.06,0.9958899617195129,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,58,nature,58,58,nature,18.06,18.5,18.06,18.5,0.9920256733894348,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,59,where,59,59,where,18.88,19.06,18.88,19.06,0.9078869223594666,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,60,you're,60,60,you're,19.06,19.22,19.06,19.22,0.9832470417022705,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,61,not,61,61,not,19.22,19.4,19.22,19.4,0.9994187355041504,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,62,spending,62,62,spending,19.4,19.9,19.4,19.9,0.9993341565132141,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,63,money,63,63,money,19.9,20.58,19.9,20.58,0.9988282322883606,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,64,per,64,64,per,20.58,21.06,20.58,21.06,0.9990777969360352,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-a55Q6RWvTA$_$3,65,se,65,65,se,21.06,21.46,21.06,21.46,0.8469687700271606,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,1,Maybe,1,1,Maybe,0.0,0.68,0.0,0.68,0.5474770665168762,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,2,they,2,2,they,0.68,0.9,0.68,0.9,0.962196946144104,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,3,have,3,3,have,0.9,1.04,0.9,1.04,0.9770349264144897,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,4,no,4,4,no,1.04,2.06,1.04,2.06,0.6512276530265808,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,5,political,5,5,political,2.06,2.44,2.06,2.44,0.8346759080886841,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,6,party,6,6,party,2.44,2.92,2.44,2.92,0.9942254424095154,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,7,affiliation,7,7,affiliation,2.92,3.56,2.92,3.56,0.9951663017272949,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,8,they're,8,8,they're,4.22,4.42,4.22,4.42,0.9540828764438629,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,9,not,9,9,not,4.42,4.62,4.42,4.62,0.9993709921836853,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,10,interested,10,10,interested,4.62,5.0,4.62,5.0,0.9922547340393066,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,11,in,11,11,in,5.0,5.34,5.0,5.34,0.9983153343200684,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,12,politics,12,12,politics,5.34,5.64,5.34,5.64,0.9977310299873352,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,13,they,13,13,they,6.0,6.12,6.0,6.12,0.9823656678199768,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,14,could,14,14,could,6.12,6.28,6.12,6.28,0.8453593254089355,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,15,care,15,15,care,6.28,6.48,6.28,6.48,0.9988189339637756,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,16,less,16,16,less,6.48,6.76,6.48,6.76,0.9991970658302307,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,17,about,17,17,about,6.76,7.08,6.76,7.08,0.9993952512741089,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aNfi7CP8vM$_$7,18,politics,18,18,politics,7.08,7.72,7.08,7.72,0.9981212019920349,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,1,In,1,1,In,0.0,0.36,0.0,0.36,0.7604144811630249,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,2,2008,2,2,2008,0.36,1.42,0.36,1.42,0.9796323180198669,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,3,there,3,3,there,1.92,3.0,1.92,3.0,0.9876747131347656,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,4,were,4,4,were,3.0,3.14,3.0,3.14,0.8188649415969849,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,5,very,5,5,very,3.14,3.5,3.14,3.5,0.9805330038070679,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,6,serious,6,6,serious,3.5,4.06,3.5,4.06,0.9968198537826538,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,7,tribal,7,7,tribal,4.06,4.48,4.06,4.48,0.9861040711402893,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,8,warfare,8,8,warfare,4.48,5.14,4.48,5.14,0.9956067204475403,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,9,in,9,9,in,5.14,5.6,5.14,5.6,0.9855753183364868,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,10,Kenya,10,10,Kenya,5.6,6.3,5.6,6.3,0.9933607578277588,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,11,following,13,13,following,7.84,9.16,7.84,9.16,0.22640760242938995,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,12,a,14,14,a,9.16,9.48,9.16,9.48,0.902585506439209,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,13,disputed,15,15,disputed,9.48,9.82,9.48,9.82,0.9891669750213623,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-aqamKhZ1Ec$_$0,14,election,16,16,election,9.82,10.38,9.82,10.38,0.9824302196502686,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,1,For,1,1,For,0.0,0.6,0.0,0.6,0.8124502897262573,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,2,the,2,2,the,0.6,0.76,0.6,0.76,0.9960387945175171,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,3,10th,,,,,,,,,mandatory_unique_pair_in_all_optimal_LCS,,official_word_unmatched_or_ambiguous,False,
-dxfTGcXJoc$_$1,4,straight,4,4,straight,0.98,1.36,0.98,1.36,0.9746900796890259,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,5,year,5,5,year,1.36,1.84,1.36,1.84,0.9675220847129822,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,6,some,6,6,some,2.28,2.52,2.28,2.52,0.9962001442909241,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,7,of,7,7,of,2.52,2.72,2.52,2.72,0.9962413311004639,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,8,Kentucky's,8,8,Kentucky's,2.72,3.28,2.72,3.28,0.9958336353302002,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,9,best,9,9,best,3.28,3.64,3.28,3.64,0.9948169589042664,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,10,and,10,10,and,3.64,4.0,3.64,4.0,0.9905956983566284,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,11,most,11,11,most,4.0,4.26,4.0,4.26,0.9971856474876404,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,12,innovative,12,12,innovative,4.26,4.86,4.26,4.86,0.989368736743927,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,13,biotech,13,13,biotech,4.86,5.28,4.86,5.28,0.9852398633956909,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,14,companies,14,14,companies,5.28,5.9,5.28,5.9,0.9974828362464905,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,15,and,15,15,and,5.9,6.16,5.9,6.16,0.9923449158668518,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,16,technologies,16,16,technologies,6.16,6.84,6.16,6.84,0.9930645823478699,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,17,were,17,17,were,6.84,7.46,6.84,7.46,0.9818690419197083,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,18,on,18,18,on,7.46,7.76,7.46,7.76,0.9970877766609192,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,19,display,19,19,display,7.76,8.32,7.76,8.32,0.998371422290802,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,20,at,20,20,at,8.32,8.74,8.32,8.74,0.9967648983001709,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,21,the,21,21,the,8.74,8.94,8.74,8.94,0.995392918586731,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,22,annual,22,22,annual,8.94,9.4,8.94,9.4,0.9364872574806213,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,23,BIO,23,23,Bio,9.4,9.92,9.4,9.92,0.7866565585136414,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,24,International,24,24,International,9.92,10.62,9.92,10.62,0.5995573997497559,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,25,Convention,25,25,Convention,10.62,11.14,10.62,11.14,0.9161333441734314,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,26,which,26,26,which,11.74,12.04,11.74,12.04,0.9975305199623108,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,27,I,27,27,I,12.04,12.44,12.04,12.44,0.9978874325752258,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,28,and,28,28,and,12.44,12.66,12.44,12.66,0.9904864430427551,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,29,other,29,29,other,12.66,12.94,12.66,12.94,0.9950591325759888,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,30,state,30,30,state,12.94,13.18,12.94,13.18,0.9842007756233215,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,31,officials,31,31,officials,13.18,13.58,13.18,13.58,0.9986031651496887,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,32,attended,32,32,attended,13.58,14.02,13.58,14.02,0.99906986951828,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,33,this,33,33,this,14.02,14.32,14.02,14.32,0.9919798374176025,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,34,week,34,34,week,14.32,14.6,14.32,14.6,0.9986037611961365,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,35,in,35,35,in,14.6,14.94,14.6,14.94,0.9827864170074463,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$1,36,Chicago,36,36,Chicago,14.94,15.28,14.94,15.28,0.9978814721107483,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,1,This,1,1,This,0.0,0.68,0.0,0.68,0.7148575186729431,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,2,is,2,2,is,0.68,0.9,0.68,0.9,0.9918164610862732,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,3,Governor,3,3,Governor,0.9,1.14,0.9,1.14,0.926433801651001,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,4,Steve,4,4,Steve,1.14,1.52,1.14,1.52,0.9608113169670105,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,5,Beshear,5,5,Beshear,1.52,2.08,1.52,2.08,0.9780836304028829,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,6,About,6,7,About,2.56,2.82,2.56,2.82,0.9904996752738953,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,7,Kentucky,7,8,Kentucky,2.82,3.4,2.82,3.4,0.988412082195282,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,8,Our,8,9,Our,4.36,4.54,4.36,4.54,0.9653156995773315,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,9,state,9,10,state,4.54,4.84,4.54,4.84,0.9637653827667236,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,10,is,10,11,is,4.84,5.08,4.84,5.08,0.9971722960472107,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,11,home,11,12,home,5.08,5.36,5.08,5.36,0.9976771473884583,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,12,to,12,13,to,5.36,5.64,5.36,5.64,0.9929694533348083,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,13,more,13,14,more,5.64,5.84,5.64,5.84,0.9951406717300415,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,14,than,14,15,than,5.84,6.1,5.84,6.1,0.9927109479904175,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,15,1,15,16,1,6.1,6.32,6.1,6.32,0.8208277225494385,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,16,500,16,17,500,6.32,6.8,6.32,6.8,0.9959996044635773,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,17,bioscience,17,18,bioscience,6.8,8.02,6.8,8.02,0.8557510375976562,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,18,and,18,19,and,8.02,8.34,8.02,8.34,0.9864315390586853,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,19,lifescience,,,,,,,,,mandatory_unique_pair_in_all_optimal_LCS,,official_word_unmatched_or_ambiguous,False,
-dxfTGcXJoc$_$0,20,companies,21,22,companies,9.02,9.4,9.02,9.4,0.9983813762664795,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,21,and,22,23,and,10.0,10.16,10.0,10.16,0.9917646050453186,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,22,more,23,24,more,10.16,10.34,10.16,10.34,0.9931706190109253,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,23,than,24,25,than,10.34,10.54,10.34,10.54,0.9965946078300476,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,24,100,25,26,100,10.54,10.98,10.54,10.98,0.8712180256843567,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,25,000,26,27,000,10.98,11.46,10.98,11.46,0.9836651086807251,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,26,people,27,28,people,11.46,11.82,11.46,11.82,0.9887214303016663,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,27,who,28,29,who,11.82,12.18,11.82,12.18,0.9814481139183044,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,28,work,29,30,work,12.18,12.38,12.18,12.38,0.9919928312301636,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-dxfTGcXJoc$_$0,29,for,30,31,for,12.38,12.58,12.38,12.58,0.9957148432731628,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
