sample_id,transcript_group,official_word_index,official_word,whisper_token_index,mfa_token_index,mfa_word,mfa_tier_word_index,mfa_candidate_start_time_wav_s,mfa_candidate_end_time_wav_s,mfa_candidate_start_time_source_s,mfa_candidate_end_time_source_s,whisper_start_time_wav_s,whisper_end_time_wav_s,mfa_whisper_max_edge_difference_s,mfa_mapping_method,timestamp_status,timestamp_evidence_tier,timestamp_source,mfa_whisper_discrepancy_over_0_5s,final_primary_start_time_wav_s,final_primary_end_time_wav_s,final_primary_start_time_source_s,final_primary_end_time_source_s,final_primary_valid_mask,candidate_valid_mask,automatic_flags,mfa_alignment_file
-dxfTGcXJoc$_$0,text_mismatch,3,Governor,3,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,4,Steve,4,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,5,Beshear,5,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,6,About,6,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,7,Kentucky,7,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,8,Our,8,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,9,state,9,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,10,is,10,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,11,home,11,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,12,to,12,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,13,more,13,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,14,than,14,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,15,1,15,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,16,500,16,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,17,bioscience,17,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,18,and,18,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,19,lifescience,,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,20,companies,21,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,21,and,22,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,22,more,23,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,23,than,24,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,24,100,25,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,25,000,26,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,26,people,27,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,27,who,28,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,28,work,29,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,29,for,30,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,30,these,31,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,31,firms,32,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,32,in,33,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,33,areas,34,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,34,from,35,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,35,nutrigenomics,36,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,36,and,37,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,37,pharmaceuticals,38,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,38,to,39,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,39,nanotechnology,40,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,40,and,41,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,41,medical,42,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$0,text_mismatch,42,devices,43,,,,,,,,,,,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_alignment_output_missing,,,False,,,,,False,False,,
-dxfTGcXJoc$_$2,exact_text,1,An,1,1,an,1,0.5099999904632568,0.6299999952316284,0.5099999904632568,0.6299999952316284,0.0,0.62,0.5099999904632568,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_whisper_discrepancy_over_0_5s_null_primary,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,True,,,,,False,True,mfa_whisper_edge_difference_over_0_5s,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,2,estimated,2,2,estimated,2,0.6600000262260437,1.350000023841858,0.6600000262260437,1.350000023841858,0.62,1.16,0.190000023841858,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,0.6600000262260437,1.350000023841858,0.6600000262260437,1.350000023841858,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,3,20,3,3,20,3,1.350000023841858,1.649999976158142,1.350000023841858,1.649999976158142,1.16,1.64,0.190000023841858,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,1.350000023841858,1.649999976158142,1.350000023841858,1.649999976158142,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,4,000,4,4,000,4,1.649999976158142,2.259999990463257,1.649999976158142,2.259999990463257,1.64,2.28,0.02000000953674297,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,1.649999976158142,2.259999990463257,1.649999976158142,2.259999990463257,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,5,biotech,5,5,biotech,5,2.259999990463257,2.950000047683716,2.259999990463257,2.950000047683716,2.28,2.82,0.13000004768371598,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,2.259999990463257,2.950000047683716,2.259999990463257,2.950000047683716,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,6,scientists,6,6,scientists,6,2.950000047683716,3.700000047683716,2.950000047683716,3.700000047683716,2.82,3.52,0.1800000476837158,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,2.950000047683716,3.700000047683716,2.950000047683716,3.700000047683716,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,7,executives,7,7,executives,7,3.819999933242798,4.599999904632568,3.819999933242798,4.599999904632568,3.9,4.28,0.3199999046325681,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,3.819999933242798,4.599999904632568,3.819999933242798,4.599999904632568,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,8,and,8,8,and,8,4.599999904632568,4.889999866485596,4.599999904632568,4.889999866485596,4.82,4.88,0.22000009536743192,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,4.599999904632568,4.889999866485596,4.599999904632568,4.889999866485596,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,9,industry,9,9,industry,9,4.949999809265137,5.489999771118164,4.949999809265137,5.489999771118164,4.88,5.42,0.06999980926513683,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,4.949999809265137,5.489999771118164,4.949999809265137,5.489999771118164,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,10,experts,10,10,experts,10,5.489999771118164,6.099999904632568,5.489999771118164,6.099999904632568,5.42,5.92,0.17999990463256843,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,5.489999771118164,6.099999904632568,5.489999771118164,6.099999904632568,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,11,from,11,11,from,11,6.360000133514404,6.570000171661377,6.360000133514404,6.570000171661377,5.92,6.54,0.44000013351440437,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,6.360000133514404,6.570000171661377,6.360000133514404,6.570000171661377,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,12,more,12,12,more,12,6.570000171661377,6.78000020980835,6.570000171661377,6.78000020980835,6.54,6.74,0.040000209808349396,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,6.570000171661377,6.78000020980835,6.570000171661377,6.78000020980835,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,13,than,13,13,than,13,6.78000020980835,6.940000057220459,6.78000020980835,6.940000057220459,6.74,6.94,0.040000209808349396,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,6.78000020980835,6.940000057220459,6.78000020980835,6.940000057220459,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,14,50,14,14,50,14,6.940000057220459,7.309999942779541,6.940000057220459,7.309999942779541,6.94,7.22,0.08999994277954126,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,6.940000057220459,7.309999942779541,6.940000057220459,7.309999942779541,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,15,nations,15,15,nations,15,7.309999942779541,7.849999904632568,7.309999942779541,7.849999904632568,7.22,7.7,0.14999990463256818,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,7.309999942779541,7.849999904632568,7.309999942779541,7.849999904632568,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,16,were,16,16,were,16,8.0600004196167,8.239999771118164,8.0600004196167,8.239999771118164,7.7,8.2,0.36000041961669904,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,8.0600004196167,8.239999771118164,8.0600004196167,8.239999771118164,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,17,at,17,17,at,17,8.270000457763672,8.520000457763672,8.270000457763672,8.520000457763672,8.2,8.48,0.07000045776367259,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,8.270000457763672,8.520000457763672,8.270000457763672,8.520000457763672,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,18,the,18,18,the,18,8.520000457763672,8.600000381469727,8.520000457763672,8.600000381469727,8.48,8.66,0.05999961853027358,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,8.520000457763672,8.600000381469727,8.520000457763672,8.600000381469727,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,19,BIO,19,19,bio,19,8.600000381469727,8.979999542236328,8.600000381469727,8.979999542236328,8.66,8.9,0.07999954223632777,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,8.600000381469727,8.979999542236328,8.600000381469727,8.979999542236328,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,20,conference,20,20,conference,20,8.979999542236328,9.5600004196167,8.979999542236328,9.5600004196167,8.9,9.4,0.16000041961669886,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,8.979999542236328,9.5600004196167,8.979999542236328,9.5600004196167,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,21,to,21,21,to,21,9.5600004196167,9.6899995803833,9.5600004196167,9.6899995803833,9.4,9.74,0.16000041961669886,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,9.5600004196167,9.6899995803833,9.5600004196167,9.6899995803833,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,22,learn,22,22,learn,22,9.6899995803833,10.130000114440918,9.6899995803833,10.130000114440918,9.74,10.0,0.13000011444091797,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,9.6899995803833,10.130000114440918,9.6899995803833,10.130000114440918,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,23,about,23,23,about,23,10.130000114440918,10.4399995803833,10.130000114440918,10.4399995803833,10.0,10.38,0.13000011444091797,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,10.130000114440918,10.4399995803833,10.130000114440918,10.4399995803833,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,24,the,24,24,the,24,10.4399995803833,10.520000457763672,10.4399995803833,10.520000457763672,10.38,10.56,0.0599995803833,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,10.4399995803833,10.520000457763672,10.4399995803833,10.520000457763672,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,25,latest,25,25,latest,25,10.520000457763672,10.949999809265137,10.520000457763672,10.949999809265137,10.56,10.84,0.10999980926513686,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,10.520000457763672,10.949999809265137,10.520000457763672,10.949999809265137,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,26,scientific,26,26,scientific,26,10.949999809265137,11.470000267028809,10.949999809265137,11.470000267028809,10.84,11.38,0.10999980926513686,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,10.949999809265137,11.470000267028809,10.949999809265137,11.470000267028809,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,27,advances,27,27,advances,27,11.470000267028809,12.170000076293945,11.470000267028809,12.170000076293945,11.38,11.98,0.1900000762939449,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,11.470000267028809,12.170000076293945,11.470000267028809,12.170000076293945,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,28,and,28,28,and,28,12.5,12.670000076293945,12.5,12.670000076293945,11.98,12.64,0.5199999999999996,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_whisper_discrepancy_over_0_5s_null_primary,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,True,,,,,False,True,mfa_whisper_edge_difference_over_0_5s,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,29,to,29,29,to,29,12.670000076293945,12.75,12.670000076293945,12.75,12.64,12.76,0.030000076293944744,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,12.670000076293945,12.75,12.670000076293945,12.75,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,30,exchange,30,30,exchange,30,12.75,13.359999656677246,12.75,13.359999656677246,12.76,13.26,0.0999996566772463,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,12.75,13.359999656677246,12.75,13.359999656677246,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,31,ideas,31,31,ideas,31,13.359999656677246,14.020000457763672,13.359999656677246,14.020000457763672,13.26,13.78,0.24000045776367251,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,13.359999656677246,14.020000457763672,13.359999656677246,14.020000457763672,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,32,and,32,32,and,32,14.15999984741211,14.289999961853027,14.15999984741211,14.289999961853027,13.78,14.3,0.37999984741211,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,14.15999984741211,14.289999961853027,14.15999984741211,14.289999961853027,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,33,establish,33,33,establish,33,14.289999961853027,14.789999961853027,14.289999961853027,14.789999961853027,14.3,14.7,0.08999996185302805,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,14.289999961853027,14.789999961853027,14.289999961853027,14.789999961853027,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,34,business,34,34,business,34,14.789999961853027,15.239999771118164,14.789999961853027,15.239999771118164,14.7,15.18,0.08999996185302805,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,14.789999961853027,15.239999771118164,14.789999961853027,15.239999771118164,True,True,,sample_0023.json
-dxfTGcXJoc$_$2,exact_text,35,relationships,35,35,relationships,35,15.239999771118164,16.110000610351562,15.239999771118164,16.110000610351562,15.18,15.84,0.27000061035156264,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,15.239999771118164,16.110000610351562,15.239999771118164,16.110000610351562,True,True,,sample_0023.json
-dxfTGcXJoc$_$6,exact_text,1,Kentucky's,1,1,kentucky's,1,0.4099999964237213,0.9100000262260437,0.4099999964237213,0.9100000262260437,0.0,0.94,0.4099999964237213,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,0.4099999964237213,0.9100000262260437,0.4099999964237213,0.9100000262260437,True,True,,sample_0024.json
-dxfTGcXJoc$_$6,exact_text,2,participation,2,2,participation,2,0.9100000262260437,1.840000033378601,0.9100000262260437,1.840000033378601,0.94,1.54,0.30000003337860104,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,0.9100000262260437,1.840000033378601,0.9100000262260437,1.840000033378601,True,True,,sample_0024.json
-dxfTGcXJoc$_$6,exact_text,3,at,3,3,at,3,1.840000033378601,2.0,1.840000033378601,2.0,1.54,1.98,0.30000003337860104,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,1.840000033378601,2.0,1.840000033378601,2.0,True,True,,sample_0024.json
-dxfTGcXJoc$_$6,exact_text,4,the,4,4,the,4,2.0,2.2100000381469727,2.0,2.2100000381469727,1.98,2.16,0.050000038146972514,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,2.0,2.2100000381469727,2.0,2.2100000381469727,True,True,,sample_0024.json
-dxfTGcXJoc$_$6,exact_text,5,annual,5,5,annual,5,2.2100000381469727,2.6500000953674316,2.2100000381469727,2.6500000953674316,2.16,2.62,0.050000038146972514,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,2.2100000381469727,2.6500000953674316,2.2100000381469727,2.6500000953674316,True,True,,sample_0024.json
-dxfTGcXJoc$_$6,exact_text,6,BIO,6,6,bio,6,2.6500000953674316,3.119999885559082,2.6500000953674316,3.119999885559082,2.62,2.98,0.13999988555908205,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,2.6500000953674316,3.119999885559082,2.6500000953674316,3.119999885559082,True,True,,sample_0024.json
-dxfTGcXJoc$_$6,exact_text,7,International,7,7,international,7,3.119999885559082,3.7200000286102295,3.119999885559082,3.7200000286102295,2.98,3.6,0.13999988555908205,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,3.119999885559082,3.7200000286102295,3.119999885559082,3.7200000286102295,True,True,,sample_0024.json
-dxfTGcXJoc$_$6,exact_text,8,Convention,8,8,convention,8,3.7200000286102295,4.340000152587891,3.7200000286102295,4.340000152587891,3.6,4.08,0.26000015258789055,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,3.7200000286102295,4.340000152587891,3.7200000286102295,4.340000152587891,True,True,,sample_0024.json
-dxfTGcXJoc$_$6,exact_text,9,is,9,9,is,9,4.71999979019165,4.980000019073486,4.71999979019165,4.980000019073486,4.08,4.9,0.6399997901916503,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_whisper_discrepancy_over_0_5s_null_primary,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,True,,,,,False,True,mfa_whisper_edge_difference_over_0_5s,sample_0024.json
