sample_id,official_transcript,whisper_transcript,official_token_count,whisper_token_count,substitutions,official_words_missing_from_whisper,extra_whisper_words,word_error_rate,critical_token_mismatch_count,normalized_sequence_exact,whisper_word_timestamp_count,whisper_nonlexical_timestamp_item_count,whisper_text_matches_timed_word_sequence,whisper_word_timestamp_flag_count,whisper_word_timestamp_flags,mfa_gate,automatic_reason,source_audio_start_s,audio_duration_s,language_probability,mean_word_probability
-HeZS2-Prhc$_$2,The August jobs report is out and it was seen overall as solid but not great.,today. The August jobs report is out and it was seen overall a solid but not great. The report,16,19,1,0,3,0.25,0,False,19,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,8.150875,1.0,0.904407904336327
-MeTTeMJBNc$_$0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.","Okay, what happens at this point after we've taken this brief walk down memory lane is the presentation of the gift.",21,21,0,0,0,0.0,0,True,21,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,9.218,1.0,0.936470722868329
-MeTTeMJBNc$_$13,"It just needs to be a simple statement, and then you present the gift.",Whatever it is just needs to be a simple statement and then you present the gift.,14,16,0,0,2,0.142857,0,False,16,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,5.255,1.0,0.9193164631724358
-MeTTeMJBNc$_$7,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",Maybe you could find a picture of the couple from their wedding or some time in their life or maybe even a current picture and have it put in a beautiful frame.,31,32,1,0,1,0.064516,0,False,32,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,10.4113125,1.0,0.9344974253326654
-RfYyzHpjk4$_$11,"So get your friends lined up, get your business colleagues lined up and have a good time.","So get your friends lined up, get your business colleagues lined up and have a good time.",17,17,0,0,0,0.0,0,True,17,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,5.074,1.0,0.9220749455339768
-RfYyzHpjk4$_$8,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.","It's pretty pretty easy to do, but you've got to set up those numbers ahead of time",17,17,1,0,0,0.058824,0,False,17,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.532,1.0,0.9402850024840411
-RfYyzHpjk4$_$2,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.","It can make a conference call, but it takes quite a bit of planning. Well, not a lot of planning. It's pretty easy to do",25,25,1,0,0,0.04,0,False,25,0,True,1,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,5.3918125,1.0,0.9545649254322052
-UUCSKoHeMA$_$0,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.","Okay, I mentioned a word in the last clip called monotone, and I want to talk about that briefly.",18,19,0,0,1,0.055556,0,False,19,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,7.732,1.0,0.9592233676659433
-ri04Z7vwnc$_$0,going to get married or are already married,Thanks for watching!,8,3,3,5,0,1.0,0,False,3,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,2.763,1.0,0.5989566637823979
-ri04Z7vwnc$_$2,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important","Hi, I'm Ajanta.",16,3,3,13,0,1.0,1,False,3,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,5.913375,1.0,0.9092384874820709
-ri04Z7vwnc$_$5,""" So I think it's important to discuss finances","and a lot of people who are working, you know, money is very important.",8,14,8,0,6,1.75,0,False,14,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,3.43975,1.0,0.9439621312277657
-s9qJ7ATP7w$_$1,"But the hardest thing in life to learn, is to lose",The hardest thing in life to learn is to lose. Winning is easy.,11,13,0,1,3,0.363636,0,False,13,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.6438125,1.0,0.9158402314552894
-s9qJ7ATP7w$_$0,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up","They have doubt, they have fear, they're losing a Ferrari race or they're losing a race and then they just give up.",24,22,4,2,0,0.25,0,False,22,0,True,1,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.71,1.0,0.9180614609609951
-s9qJ7ATP7w$_$5,"I have been beat up and put down and everything that can go wrong, has gone wrong for me","We have, I have been beat up and put down and everything that can go wrong has gone wrong for me, but",19,22,0,0,3,0.157895,0,False,22,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,8.397875,1.0,0.9386621618812735
-s9qJ7ATP7w$_$4,"I have lost at everything you can imagine, seriously",keep going I have lost that everything you can imagine seriously we have,9,13,1,0,4,0.555556,0,False,13,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.246875,1.0,0.8396339955238196
-s9qJ7ATP7w$_$7,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",I used to work for Warren Avis the guy who started Avis rent a car and he said to me one day Robert what's the purpose of business and I said,28,31,0,0,3,0.107143,0,False,31,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.8385625,1.0,0.8628160501680067
-s9qJ7ATP7w$_$6,But I just kept going,"for me, but I just kept going.",5,7,0,0,2,0.4,0,False,7,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,2.3148125,1.0,0.9085490788732257
-s9qJ7ATP7w$_$8,""" And I said, ""Oh, make a profit, and all these other things",business and I said oh make a profit and all these other things they said no,12,16,0,0,4,0.333333,1,False,16,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,3.184,1.0,0.8321412708610296
-yRb-Jum7EQ$_$1,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",,49,0,0,49,0,1.0,0,False,0,0,True,0,,asr_empty_no_align,Whisper未输出文本,0.0,29.109,1.0,
-yRb-Jum7EQ$_$5,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",We have to make sure that all of the people in the region have the right to do so. We have to make sure that all of the people in the region have the right to do so.,25,38,23,0,13,1.44,1,False,38,0,True,11,nonpositive_duration;very_long_duration_review;very_short_duration_review,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,13.044,1.0,0.4477620198342361
-yRb-Jum7EQ$_$6,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.","We will be able to make sure that our country is safe in Israel, and that we will be able to make sure that our country is safe in Israel. Thank you very much. Thank you.",19,36,16,0,17,1.736842,1,False,36,0,True,14,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,11.242,1.0,0.4033203458206521
