mfa_utterance_id,sample_id,audio_path,lab_path,whisper_transcript,whisper_lexical_word_count,audio_duration_s,wav_sha256,source_audio_start_s
sample_0067,-I_e4mIh0yE$_$3,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0067.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0067.lab,It's perceived that you've actually learned something over the course of your career and that you won't make the mistake twice.,21,8.994375,c8e0b78c631b7adce271ad7d62aabb6d4afb8a39db8a20a9ee53c6b59b3e3ffd,0.0
sample_0068,-UacrmKiTn4$_$10,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0068.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0068.lab,"because if they are not in any way held accountable for reading the material, they won't do it.",18,7.242,4e434b1bd14755dd84b6eead3367d1dfa46e6baaac8b68a57cc327d1d6a19c4d,0.0
sample_0069,-UacrmKiTn4$_$4,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0069.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0069.lab,"it, just given to their own devices. They are not going to read the textbook.",15,4.681,a6777cdcafaad2e1e6fc4beca1cc9baa353338894745ea8e1ec2c48241fea144,0.0
sample_0070,-hnBHBN8p5A$_$7,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0070.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0070.lab,the majority of an entire nation to believe and trust his or her words.,14,7.308,2a765463611a3bfe5beaea173dde8458672b65b243fdbb499e3869255af6f696,0.0
sample_0071,-hnBHBN8p5A$_$6,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0071.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0071.lab,to follow just one vision. Have you ever wondered how a single person,13,6.3328125,d6fcf46993d4d8448070e39d77c3be78b50d04ea909c15eaced4e2dbb85302ee,0.0
sample_0072,-qDkUB0GgYY$_$6,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0072.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0072.lab,with us. We always love to hear what you have to say and like and share this video as well and,21,4.614,149ff01893848566770851c8021e5210fabbcd91b986253fbea0d3358c1db8ac,0.0
sample_0073,-uywlfIYOS8$_$4,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0073.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0073.lab,"And then from a brand point of view, we need to make sure that we're driving the relevant insights.",19,5.881125,fc6212a9f511c5c9a95ce38d0b62e658d167749f0379db426c0b95334554635a,0.0
sample_0074,-6rXp3zJ3kc$_$8,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0074.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0074.lab,"aware of, many people are not until they get to be an older age and they realize that, gosh, they've wasted a lot of time and money in placing bets on stock that's ultimately lost value.",36,12.738,d2f46b158f724d384d905f1a59776d959373db967b7a04be27c4cc1b8f0f8f68,0.0
sample_0075,-9y-fZ3swSY$_$0,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0075.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0075.lab,you can say hey you know what I really like baby's kid they're so soft they don't have any hair on their face it's so,25,6.757,7eef60cbf8382322bf1063ced81c56029aca20f5e8b29b3dfed8bb404714107d,0.0
sample_0076,-9y-fZ3swSY$_$4,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0076.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0076.lab,I've seen this in US or in the US.,9,2.6648125,5113150bd488b5991fcc329335318f6568e8b0811d307815eda52d72e92e560d,0.0
sample_0077,-9y-fZ3swSY$_$8,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0077.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0077.lab,"man, that's a more decent and more polite way to call a lady.",13,4.917,9d25f0dbca5bcef8bf21a04a051c91012075e51337dc2b0b3f2a85314843ae2e,0.0
sample_0078,-AUZQgSxyPQ$_$2,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0078.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0078.lab,The perfect soulmate to declare a cynic spot therapy brush. This gentle pH balanced and hydrating exfoliant contains jojoba and acai fruit oils with bamboo and prickly bear extracts. These deliver intense healing while smooth granules buff away dead dry skin cells.,42,22.4045625,8fde0beaf541b2c8902b1aa250efff67e465db3bd3424f1b765ed695f3341821,0.0
sample_0079,-HeZS2-Prhc$_$2,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0079.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0079.lab,today. The August jobs report is out and it was seen overall a solid but not great. The report,19,8.150875,c94bcbd7582b1785570ea36a897625087760db4a5e64ef7b811517fc098c4fd8,0.0
sample_0080,-MeTTeMJBNc$_$0,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0080.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0080.lab,"Okay, what happens at this point after we've taken this brief walk down memory lane is the presentation of the gift.",21,9.218,76b07be7e0728143032ae5a103352023325da3e2216521385788b663e30d2cdb,0.0
sample_0081,-MeTTeMJBNc$_$13,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0081.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0081.lab,Whatever it is just needs to be a simple statement and then you present the gift.,16,5.255,a63ac2114b0c624997cfad82368961f4424ba51923c0d30118e1f18ab12be6eb,0.0
sample_0082,-MeTTeMJBNc$_$7,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0082.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0082.lab,Maybe you could find a picture of the couple from their wedding or some time in their life or maybe even a current picture and have it put in a beautiful frame.,32,10.4113125,2a9dd82f6d517b5a56a558b70b20b1c5c4de1716cd14165c58f5d3677ec823a8,0.0
sample_0083,-RfYyzHpjk4$_$11,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0083.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0083.lab,"So get your friends lined up, get your business colleagues lined up and have a good time.",17,5.074,a7e25762646fda57ac8acd49c47abcdef4e803983c96efbdff4842e82029aadf,0.0
sample_0084,-RfYyzHpjk4$_$8,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0084.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0084.lab,"It's pretty pretty easy to do, but you've got to set up those numbers ahead of time",17,4.532,0a41edba155888cb5c46c183880cca53e46fdff70a7120519696d4df5c30d064,0.0
sample_0085,-RfYyzHpjk4$_$2,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0085.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0085.lab,"It can make a conference call, but it takes quite a bit of planning. Well, not a lot of planning. It's pretty easy to do",25,5.3918125,6ab75f2d56b718e989b261aaa1ba1255d0fb364ae33fa9b3d8875aead88fc8a4,0.0
sample_0086,-UUCSKoHeMA$_$0,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0086.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0086.lab,"Okay, I mentioned a word in the last clip called monotone, and I want to talk about that briefly.",19,7.732,da0d4d2fb00270ea66329a944c05facb768877ae7c23755e1d9dc7051235439b,0.0
sample_0087,-ri04Z7vwnc$_$0,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0087.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0087.lab,Thanks for watching!,3,2.763,cdf137a97bbd3d384e62b9a09c813430e431d885ebe29e1cfdf4070afb54db84,0.0
sample_0088,-ri04Z7vwnc$_$2,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0088.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0088.lab,"Hi, I'm Ajanta.",3,5.913375,ae337a607ca5cccc61d65ad7e462654b16b7a76f66d646bddf5f08cbcd91516e,0.0
sample_0089,-ri04Z7vwnc$_$5,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0089.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0089.lab,"and a lot of people who are working, you know, money is very important.",14,3.43975,856538388677ba52f9e919c93933bf2bafcb091f8f589aae74a378f89da3e7c9,0.0
sample_0090,-s9qJ7ATP7w$_$1,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0090.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0090.lab,The hardest thing in life to learn is to lose. Winning is easy.,13,4.6438125,2a8179b8bc2a84aa4ccf2e6409d1ba4c626597e8bacc2b1169fd756827475c09,0.0
sample_0091,-s9qJ7ATP7w$_$0,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0091.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0091.lab,"They have doubt, they have fear, they're losing a Ferrari race or they're losing a race and then they just give up.",22,6.71,320d107e24ba59414b51f66e071801d8c79368686696d71daa16cfc3e62456e8,0.0
sample_0092,-s9qJ7ATP7w$_$5,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0092.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0092.lab,"We have, I have been beat up and put down and everything that can go wrong has gone wrong for me, but",22,8.397875,d2a0a2310b9fcbf4129fb137f86e42fc7c8400c8d4f144e75f2e2524319ca088,0.0
sample_0093,-s9qJ7ATP7w$_$4,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0093.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0093.lab,keep going I have lost that everything you can imagine seriously we have,13,4.246875,490644fc7ad0f025d1db35d46c873fbd2cc3f701c90dae7f7b20985bd37fc293,0.0
sample_0094,-s9qJ7ATP7w$_$7,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0094.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0094.lab,I used to work for Warren Avis the guy who started Avis rent a car and he said to me one day Robert what's the purpose of business and I said,31,6.8385625,b132072e6809dcae21c71421dc75959909bc45aaac87efdf7d8635cec8ff8fe6,0.0
sample_0095,-s9qJ7ATP7w$_$6,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0095.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0095.lab,"for me, but I just kept going.",7,2.3148125,e68ab1c8db59480262bff00504d27a821237d046433c80b70e41c4981d7a355f,0.0
sample_0096,-s9qJ7ATP7w$_$8,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0096.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0096.lab,business and I said oh make a profit and all these other things they said no,16,3.184,c823adcf6ed8453ddbfc1349c059af0a9ac954ba8c129e86b40a653162b6f1d8,0.0
sample_0097,-yRb-Jum7EQ$_$5,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0097.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0097.lab,We have to make sure that all of the people in the region have the right to do so. We have to make sure that all of the people in the region have the right to do so.,38,13.044,83235fa0b083581873692d6e9a3ea85c2ae1f3d5ac1019e75dd3e113fcc21b38,0.0
sample_0098,-yRb-Jum7EQ$_$6,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0098.wav,C:\Users\Administrator\Desktop\23华为杯\E.1\MFA\corpus_whisper\audio\sample_0098.lab,"We will be able to make sure that our country is safe in Israel, and that we will be able to make sure that our country is safe in Israel. Thank you very much. Thank you.",36,11.242,c515db67652b946227a3ea156378730c805d7f15926aacb7d590dc5620c40940,0.0
